"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"77","@67Dodge @leadlagreport #math",FALSE,0,"67Dodge",2021-02-28 11:49:07,FALSE,"1365991895378374657","1365992425550876674","28217100","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RuhRoh05321808",0,FALSE,FALSE,NA,NA
"78","Won’t B long ‘til #PiDay so here’s 1 of my oil paintings of the gr8 transcendental ratio. I’ll B loading prints 2 t… https://t.co/hH3w31eGcQ",FALSE,1,NA,2021-02-28 11:47:43,TRUE,NA,"1365992070519939078",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Opipop",0,FALSE,FALSE,NA,NA
"79","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/MHuGkJrBOO",FALSE,2,NA,2021-02-28 11:43:15,TRUE,NA,"1365990946412888066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legit_writings",4,FALSE,FALSE,NA,NA
"80","(2/X) <U+2728> luckily for me @RinconAnnabelle said YES on being my mentor!! After that I learned her mad math skills, spe… https://t.co/Jto6mW3mFt",FALSE,3,"MaryseMonen",2021-02-28 11:41:39,TRUE,"1365989012721270784","1365990545739423746","1050709468214951937","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryseMonen",0,FALSE,FALSE,NA,NA
"81","A #fun, #educational #Addition #practice #game perfect for early #learners

https://t.co/i4kWz3Bpfy

#Kids… https://t.co/T7ro9DRg3f",FALSE,1,NA,2021-02-28 11:38:04,TRUE,NA,"1365989641929785344",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","kidd81",0,FALSE,FALSE,NA,NA
"82","Skkopi Brain Teaser! can you find out the correct answer? comment on the correct answer of ""How is A Related to D""… https://t.co/bcwbSk0QYt",FALSE,0,NA,2021-02-28 11:30:02,TRUE,NA,"1365987623374884871",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","skkopiservices",0,FALSE,FALSE,NA,NA
"83","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/V4CL1Kkf6T",FALSE,1,NA,2021-02-28 11:29:25,TRUE,NA,"1365987464784019458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TopGrade22",0,FALSE,FALSE,NA,NA
"84","5 Books That Will Teach You the #Math Behind #MachineLearning: https://t.co/sJKQ6ZCqH1 

#AI #datascience #ML #DL… https://t.co/drXRjkE0bp",FALSE,1,NA,2021-02-28 11:29:03,TRUE,NA,"1365987373415292929",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","GuidoKerkhof",1,FALSE,FALSE,NA,NA
"85","Get your assignments and essays delivered on time with our help
#research  paper
#business
#Algebra
#Calculus… https://t.co/19c2Uhg9eJ",FALSE,0,NA,2021-02-28 11:26:21,TRUE,NA,"1365986695569678339",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",0,FALSE,FALSE,NA,NA
"86","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/SAmIwRdEn1",FALSE,1,NA,2021-02-28 11:24:35,TRUE,NA,"1365986249111195648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeniusEssays20",0,FALSE,FALSE,NA,NA
"87","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/MvHz5OkVCV",FALSE,0,NA,2021-02-28 11:22:31,TRUE,NA,"1365985729013235716",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",4,FALSE,FALSE,NA,NA
"88","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/IviQiopjgT",FALSE,0,NA,2021-02-28 11:20:11,TRUE,NA,"1365985143664615424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legit_writings",4,FALSE,FALSE,NA,NA
"89","#Multiplication #timestables #practice for #children! 

https://t.co/YlQfBUjcyU

#kids #play #Mathematics #math… https://t.co/GSfnAdR9MB",FALSE,1,NA,2021-02-28 11:17:47,TRUE,NA,"1365984538896314369",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","KidDotCo",0,FALSE,FALSE,NA,NA
"90","7 #Educational #Apps in 1 #Bundle!

https://t.co/2gCLgF9dOx

#Maths #math #learn #learning #play #numbers #teach… https://t.co/SXZ5FxCE16",FALSE,1,NA,2021-02-28 11:17:43,TRUE,NA,"1365984522429489156",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","_iblobl",0,FALSE,FALSE,NA,NA
"91","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/zxNc1tDxAZ",FALSE,0,NA,2021-02-28 11:17:33,TRUE,NA,"1365984481933467652",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",0,FALSE,FALSE,NA,NA
"92","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#hw… https://t.co/43EtTQyHkn",FALSE,0,NA,2021-02-28 11:16:43,TRUE,NA,"1365984271299710978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",0,FALSE,FALSE,NA,NA
"93","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/4PdPqkfRok",FALSE,1,NA,2021-02-28 11:16:31,TRUE,NA,"1365984221601402884",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",3,FALSE,FALSE,NA,NA
"94","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/9eeCufxF5H",FALSE,0,NA,2021-02-28 11:16:06,TRUE,NA,"1365984114650869760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",0,FALSE,FALSE,NA,NA
"95","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/KxJZCBkmhM",FALSE,0,NA,2021-02-28 11:15:58,TRUE,NA,"1365984080542765058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",1,FALSE,FALSE,NA,NA
"96","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/te5LwNGxrW",FALSE,1,NA,2021-02-28 11:15:11,TRUE,NA,"1365983885570490371",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","de_espirit",5,FALSE,FALSE,NA,NA
"97","Part-2| One minute video lecture| first of all <U+0915><U+093E> use| <U+0938><U+092C><U+0938><U+0947> <U+092A><U+0939><U+0932><U+0947> | #math... https://t.co/8NuTOMcRoO via @YouTube https://t.co/C3P9jxQc1o",FALSE,0,NA,2021-02-28 11:08:43,FALSE,NA,"1365982259136786432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SudhirShivam1",0,FALSE,FALSE,NA,NA
"98","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/vg7g3qcw7S",FALSE,1,NA,2021-02-28 11:06:39,TRUE,NA,"1365981737755570176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Writers_Blessed",2,FALSE,FALSE,NA,NA
"99","Any Assistance in,
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/zLgc388qud",FALSE,0,NA,2021-02-28 11:06:08,TRUE,NA,"1365981605551091715",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Writers_Blessed",1,FALSE,FALSE,NA,NA
"100","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/rHMXsVGtK2",FALSE,0,NA,2021-02-28 11:05:55,TRUE,NA,"1365981553671684104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Writers_Blessed",1,FALSE,FALSE,NA,NA
"101","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/vwQc85KT7X",FALSE,0,NA,2021-02-28 11:05:01,TRUE,NA,"1365981324192931841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Writers_Blessed",1,FALSE,FALSE,NA,NA
"102","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/kONDyPWusP",FALSE,0,NA,2021-02-28 11:04:32,TRUE,NA,"1365981205750046720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Writers_Blessed",0,FALSE,FALSE,NA,NA
"103","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/PjTTYNzetR",FALSE,0,NA,2021-02-28 11:04:01,TRUE,NA,"1365981073096781825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VWritters",0,FALSE,FALSE,NA,NA
"104","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/XeNXFiWiPz",FALSE,0,NA,2021-02-28 11:03:54,TRUE,NA,"1365981046689456129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","USWRITERS3",1,FALSE,FALSE,NA,NA
"105","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/rZgSbeGHE6",FALSE,0,NA,2021-02-28 11:02:49,TRUE,NA,"1365980771618545666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elegant_write",0,FALSE,FALSE,NA,NA
"106","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/5Fw7y1Htus",FALSE,0,NA,2021-02-28 11:02:04,TRUE,NA,"1365980584527486978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elegant_write",0,FALSE,FALSE,NA,NA
"107","Any Assistance in,
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/cotT73viJk",FALSE,0,NA,2021-02-28 11:01:13,TRUE,NA,"1365980371725275137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elegant_write",0,FALSE,FALSE,NA,NA
"108","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/nsxQWUR4lO",FALSE,0,NA,2021-02-28 11:01:03,TRUE,NA,"1365980327991250946",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elegant_write",1,FALSE,FALSE,NA,NA
"109","<U+305F><U+3060><U+3044><U+307E><U+4F1A><U+54E1><U+52DF><U+96C6><U+4E2D>! <U+79D1><U+5B66><U+7CFB><U+30BD><U+30FC><U+30B7><U+30E3><U+30EB><U+30B3><U+30DF><U+30E5><U+30CB><U+30C6><U+30A3> NazoLab <U+306A><U+305E><U+3089><U+307C> https://t.co/Fj7jRLJqI6 #nazolab #math",FALSE,0,NA,2021-02-28 10:55:13,FALSE,NA,"1365978859707899906",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","nazolab",0,FALSE,FALSE,NA,NA
"110","Can you beat me on Zone 21! https://t.co/4kBwr2aggT #appstore #math #eSports #ios #cardgame #skillz #gamedev… https://t.co/y0zqQ9KiNq",FALSE,2,NA,2021-02-28 10:54:06,TRUE,NA,"1365978578660294658",NA,"<a href=""http://www.ccbrothers.com"" rel=""nofollow"">CCBro Parse Test</a>","CodeCubeBrother",0,FALSE,FALSE,NA,NA
"111","Get all your JEE doubts cleared by our team of experienced IIT Alumni faculty.
Visit our website… https://t.co/6MdaUCKVkm",FALSE,0,NA,2021-02-28 10:49:04,TRUE,NA,"1365977311116361737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DoubtNinja",0,FALSE,FALSE,NA,NA
"112","Pizza Pi day
https://t.co/felVZBuyg0

#piday
#pi_day
#Math 
#Mathematics 
#tshirt 
#Bestseller https://t.co/aPuX5myHzP",FALSE,0,NA,2021-02-28 10:46:14,FALSE,NA,"1365976599305281536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SchentiShop",0,FALSE,FALSE,NA,NA
"113","#math #PDF #books 
https://t.co/MBOIdgS0Qd https://t.co/LqM752pUCn",FALSE,0,NA,2021-02-28 10:40:59,FALSE,NA,"1365975279185846276",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MathSchoolInt",0,FALSE,FALSE,NA,NA
"114","#mathematics #math #maths #science #mathematician #physics #mathmemes #mathproblems #education #calculus #algebra… https://t.co/XKV7MgCGzu",FALSE,1,NA,2021-02-28 10:39:30,TRUE,NA,"1365974906135961604",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DecodeCareers",0,FALSE,FALSE,NA,NA
"115","#mathematics #math #maths #science #mathematician #physics #mathmemes #mathproblems #education #calculus #algebra… https://t.co/7Qce2Eo4IC",FALSE,0,NA,2021-02-28 10:39:13,TRUE,NA,"1365974834128150529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MathsDecode",0,FALSE,FALSE,NA,NA
"116","1 - 1 = 8
 #Math",FALSE,0,NA,2021-02-28 10:32:24,FALSE,NA,"1365973116577607683",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","MathyBot",0,FALSE,FALSE,NA,NA
"117","The subdued primary can't wander the road. What if the dependent sympathy ate the glove? #MATH https://t.co/RlIQcMNZhx",FALSE,0,NA,2021-02-28 10:30:08,FALSE,NA,"1365972546043183105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Heather20712372",0,FALSE,FALSE,NA,NA
"118","Strain no More in Your,
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#homeworks… https://t.co/oZzTWZkBAN",FALSE,0,NA,2021-02-28 10:29:57,TRUE,NA,"1365972499553529857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GradeElites",0,FALSE,FALSE,NA,NA
"119","Any Assistance in,
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/hHb41u3oi7",FALSE,0,NA,2021-02-28 10:26:03,TRUE,NA,"1365971518979772416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GradeElites",0,FALSE,FALSE,NA,NA
"120","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/bOwoyygRAI",FALSE,0,NA,2021-02-28 10:19:53,TRUE,NA,"1365969968127504385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","supertutors50",0,FALSE,FALSE,NA,NA
"121","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/BNoEAlnsbm",FALSE,1,NA,2021-02-28 10:17:56,TRUE,NA,"1365969475087040514",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PerfectWriters6",0,FALSE,FALSE,NA,NA
"122","Need help with your academics?
#essay due 
#project
#business
#Math
#Algebra
#Calculus
#Stats
#Biology
#Biometrics… https://t.co/2L9fdWu3sZ",FALSE,0,NA,2021-02-28 10:17:40,TRUE,NA,"1365969408041115648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PerfectWriters6",0,FALSE,FALSE,NA,NA
"123","Kindly DM us for; 
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due
#Assignment… https://t.co/RIAF6Lf0gM",FALSE,1,NA,2021-02-28 10:15:38,TRUE,NA,"1365968899758583808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tutornorth",1,FALSE,FALSE,NA,NA
"124","Kindly DM us for; 
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due
#Assignment… https://t.co/wHwRygbePE",FALSE,2,NA,2021-02-28 10:14:14,TRUE,NA,"1365968544790413314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tutornorth",0,FALSE,FALSE,NA,NA
"125","#Games #Math Where to find free online math games for kids and adults: Math isn’t a subject that comes easy to many… https://t.co/zCDN9ZCPPd",FALSE,0,NA,2021-02-28 10:08:05,TRUE,NA,"1365966997016612873",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","eStream_Studios",0,FALSE,FALSE,NA,NA
"126","Get your assignments and essays delivered on time with our help
#research  paper
#business
#Algebra
#Calculus… https://t.co/9Jb5BdQKcI",FALSE,0,NA,2021-02-28 10:07:10,TRUE,NA,"1365966767814803456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best_Writers90",0,FALSE,FALSE,NA,NA
"127","Ready? Membership is now Open https://t.co/79BHjlqMAE  #100DaysOfCode #Python #data #WomenInSTEM #fintech #ios… https://t.co/qRHHRFO6Dl",FALSE,11,NA,2021-02-28 10:06:56,TRUE,NA,"1365966706993213440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlackWomenInAI",25,FALSE,FALSE,NA,NA
"128","Kindly DM us for; 
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due
#Assignment… https://t.co/1YrrHIW671",FALSE,0,NA,2021-02-28 10:06:39,TRUE,NA,"1365966636889628672",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","firstclasswrit7",0,FALSE,FALSE,NA,NA
"129","Excellent grade guaranteed at  affordable pricev
#onlineclasses 
#Fall class
#Exam
#homework 
#assignment… https://t.co/pFnL837McP",FALSE,0,NA,2021-02-28 10:05:02,TRUE,NA,"1365966232420237314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CristinaEssays",0,FALSE,FALSE,NA,NA
"130","Kindly DM me for; 
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due
#Assignment… https://t.co/ZWpcwQWnNV",FALSE,0,NA,2021-02-28 10:04:51,TRUE,NA,"1365966183057489926",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CristinaEssays",0,FALSE,FALSE,NA,NA
"131","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/LCSvgOpbBQ",FALSE,0,NA,2021-02-28 09:55:54,TRUE,NA,"1365963931597090821",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","firstclasswrit7",0,FALSE,FALSE,NA,NA
"132","We offer Legit &amp; Quality academic solutions
Pay for
#Onlineclass
Fall classes
#research 
#business
#Javascript… https://t.co/N1JyzO4Klw",FALSE,0,NA,2021-02-28 09:53:27,TRUE,NA,"1365963313805463552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","quality76957071",3,FALSE,FALSE,NA,NA
"133","I offer Legit &amp; Quality academic solutions
Pay for
#research 
#business
#Javascript
#Algebra
Calculus
#Statistics
A… https://t.co/th2OtKfXh0",FALSE,0,NA,2021-02-28 09:53:09,TRUE,NA,"1365963239771799553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","quality76957071",3,FALSE,FALSE,NA,NA
"134","Need help? Dm or email at writersprudence@gmail.com
#Essay
#econometrics
#Paper pay
#Someone help 
#Online Classes… https://t.co/XxU4oIDbj1",FALSE,0,NA,2021-02-28 09:51:35,TRUE,NA,"1365962846224400384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineAmerican3",0,FALSE,FALSE,NA,NA
"135","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/xtm2u2LtHO",FALSE,0,NA,2021-02-28 09:51:18,TRUE,NA,"1365962774715764737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineAmerican3",0,FALSE,FALSE,NA,NA
"136","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/eqBuw3834K",FALSE,1,NA,2021-02-28 09:50:39,TRUE,NA,"1365962609795747841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineAmerican3",0,FALSE,FALSE,NA,NA
"137","@zaynsnewangel Don't miss your deadline!!
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#Do my home… https://t.co/TOdVhe2RXU",FALSE,0,"zaynsnewangel",2021-02-28 09:49:12,TRUE,"1365957497773645824","1365962247856652290","1282136445545660417","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",1,FALSE,FALSE,NA,NA
"138","Need help with your academics?
#essay due 
#project
#business
#Math
#Algebra
#Calculus
#Stats
#Biology
#Biometrics… https://t.co/qJh9QG9pUT",FALSE,1,NA,2021-02-28 09:49:08,TRUE,NA,"1365962230781599745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","premiumwriters8",0,FALSE,FALSE,NA,NA
"139","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/qLaV4nlzXG",FALSE,0,NA,2021-02-28 09:48:50,TRUE,NA,"1365962155032530951",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","premiumwriters8",0,FALSE,FALSE,NA,NA
"140","@howneedy Don't miss your deadline!! 
#onlineclass
#Essay due
#Paper pay 
#javascript
#Case study
#Do my homework… https://t.co/z8zCYnHJm6",FALSE,0,"howneedy",2021-02-28 09:48:18,TRUE,"1365957538718445572","1365962020093362177","1050297004436414465","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",2,FALSE,FALSE,NA,NA
"141","DM anytime for assistancev
#pay essay
#business
#Math
#Algebra
#Calculus
#workout plan
#Stats
#Biology
#Biometrics… https://t.co/3oHvIDwjFI",FALSE,0,NA,2021-02-28 09:48:14,TRUE,NA,"1365962002963836928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","premiumwriters8",0,FALSE,FALSE,NA,NA
"142","@drei_galzote Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#Case study
#Do my hom… https://t.co/6OcJNc4w5v",FALSE,0,"drei_galzote",2021-02-28 09:48:05,TRUE,"1365957695048589312","1365961964107751431","1364338760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",0,FALSE,FALSE,NA,NA
"143","@ComradeCh1n Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/y8mQrmVABm",FALSE,1,"ComradeCh1n",2021-02-28 09:47:49,TRUE,"1365958109341048834","1365961898425016325","2953609293","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",2,FALSE,FALSE,NA,NA
"144","@ujuwooyoung Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/8Zt7eZBBIG",FALSE,1,"ujuwooyoung",2021-02-28 09:47:33,TRUE,"1365959233296945152","1365961832519843849","1071018257291784194","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",4,FALSE,FALSE,NA,NA
"145","@nanamisdick @GETOUSEXGOD Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay… https://t.co/Z76ky88DDV",FALSE,1,"nanamisdick",2021-02-28 09:47:20,TRUE,"1365959894311063553","1365961776614019072","1333300538130255874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",3,FALSE,FALSE,NA,NA
"146","@meh_madiha Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/Wm1xM0dt2I",FALSE,0,"meh_madiha",2021-02-28 09:46:54,TRUE,"1365960439796916224","1365961665582424067","869889380856373248","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",2,FALSE,FALSE,NA,NA
"147","Need help? Dm or email at writersprudence@gmail.com
#Essay
#econometrics
#Paper pay
#Someone help 
#Online Classes… https://t.co/UaXhoVL6lR",FALSE,0,NA,2021-02-28 09:46:42,TRUE,NA,"1365961618899795969",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","writers773",0,FALSE,FALSE,NA,NA
"148","@Helenakelly73 @CarolineMcColl1 @GCUDNS Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper p… https://t.co/x9TBimVHbo",FALSE,0,"Helenakelly73",2021-02-28 09:46:41,TRUE,"1365960441638354944","1365961612935495680","1726419007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",2,FALSE,FALSE,NA,NA
"149","@erisnotpluto Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case stud… https://t.co/Ti9QPmxwAq",FALSE,0,"erisnotpluto",2021-02-28 09:46:23,TRUE,"1365960455718461440","1365961538620768259","1311011854123069440","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",2,FALSE,FALSE,NA,NA
"150","@Cheriebel16 Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/wZDkNTf4RG",FALSE,1,"Cheriebel16",2021-02-28 09:46:00,TRUE,"1365960959076884481","1365961439840784386","1172141419621830658","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",1,FALSE,FALSE,NA,NA
"151","@probablybebe Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case stud… https://t.co/ZOADpaDBox",FALSE,0,"probablybebe",2021-02-28 09:45:54,TRUE,"1365961054648295428","1365961413647286275","756274885316386818","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",1,FALSE,FALSE,NA,NA
